,credit_id,gender,id,name,profile_path,movies,appearance
93,52fe4333c3a36847f80421a3,2,12840,John Badham,/vWzb3cQz4qYtfXQ6qyCrSTw61xA.jpg,"[2086, 4954, 9409, 45928, 14040, 1727, 2605, 10859, 11009, 31695, 33521, 860, 11384, 10498, 6341, 42243, 95578, 96382, 16331]",19
94,52fe4657c3a368484e08b5ff,2,72624,John Duigan,/bLrx4OQz5g1RnlLQc9ungQ4XKqR.jpg,"[61548, 12519, 46338, 35796, 44857, 19958, 32767, 21828, 18804, 105676, 32577]",11
95,52fe44dbc3a36847f80ae285,0,3224,Stephen Frears,/8IewTBLTPujw1t1MwpXba8cCXOU.jpg,"[9095, 18129, 11844, 859, 10699, 1363, 243, 27857, 48834, 11240, 3472, 42013, 19621, 12664, 10773, 1165, 22215, 31067, 43699, 34991, 38961, 59517, 84305, 196355, 205220, 271736, 78329, 315664]",28
96,52fe44c09251416c7503fc9f,2,5140,Wes Craven,/vffssPtgNn2ZwoMfLCCDJAxlXGI.jpg,"[12158, 11596, 377, 4232, 4233, 33278, 17918, 26149, 4234, 11503, 12521, 15516, 18477, 12262, 33016, 13122, 10012, 11460, 2266, 43931, 41446, 81009, 37938]",23
97,52fe44e1c3a36847f80af905,2,34849,Ted Demme,/1YVhJuhhgiLXZTOD7nK6nr1jtEC.jpg,"[9283, 10872, 21132, 6522, 4133, 38868, 25925, 209802, 26797]",9
98,52fe44dcc3a36847f80ae747,2,11401,John Woo,/9Zab9ULt4tk50dzCqyCswbtlT3E.jpg,"[9208, 2019, 10835, 754, 11782, 955, 12100, 47423, 9620, 38099, 13514, 11471, 18305, 11909, 39083, 24553, 12289, 15384, 44092, 38185, 264264, 295273, 39084, 69161]",24
99,52fe4583c3a36847f80cb935,2,11181,Kenneth Branagh,/bmpGjbqvAVNOK3ggiuET2Jl96tZ.jpg,"[40154, 3036, 11971, 10705, 10549, 11498, 11790, 51333, 4520, 19103, 10195, 137094, 37028, 150689]",14
100,52fe423fc3a36847f800f88b,2,2406,Mathieu Kassovitz,/h0LpOBDRawf5pSiVqlHOuoI2ain.jpg,"[406, 47507, 60670, 4970, 34068, 9381, 76609]",7
101,52fe469ac3a368484e099bcb,2,92561,Nick Broomfield,/ra54j6GHbTkkv9mPrzjllH1A5UF.jpg,"[63076, 13907, 30586, 37088, 34328, 97044, 63054, 14111, 289575, 127546, 42107, 63427, 117034, 66638, 448449]",15
102,52fe43ee9251416c7502372b,2,23213,Harold Becker,/pZjPh9NdTE0gf4aSndMOMj7XaXs.jpg,"[11062, 2246, 8838, 94440, 12150, 11456, 10627, 33831, 30069, 75808]",10
103,52fe458b9251416c7505a35b,2,5655,Wes Anderson,/s03CeUeC5yAXyB1acqP0zGNo2SC.jpg,"[13685, 11545, 9428, 421, 4538, 10315, 83666, 6418, 120467, 428074]",10
104,52fe4735c3a36847f81291bf,2,14692,Nick Castle,/ecUHW93fTzJLCEZcpfvfjgNMi1o.jpg,"[47475, 11008, 24086, 16560, 48313, 12139, 11884, 50220, 103014]",9
